CO2 emissions (kt),EN.ATM.CO2E.KT,Israel,ISR,56952.177,62471.012,63072.4,68264.872,64469.527,68880.928,69130.284,75529.199,66039.003,62881.716,66207.685,65166.257,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,473384.031,469346.664,462676.391,447186.983,401591.505,405361.181,397994.178,369468.585,345317.723,320411.459,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,10498.621,11496.045,9651.544,10007.243,7601.691,7161.651,7730.036,7370.67,8001.394,7293.663,7572.355,8225.081,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1240945.803,1234755.907,1251554.434,1211756.483,1105314.474,1172611.258,1190469.548,1229622.107,1244616.47,1206674.021,1163803.124,1135886.253,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,21059.581,21121.92,22035.003,21349.274,21891.99,21180.592,21668.303,24444.222,24462.557,26571.082,26200.715,25107.949,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,177328.786,192631.177,222348.545,232806.829,213338.726,248549.26,259058.882,242971.753,262846.893,248395.246,242091.673,247207.138,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,8562.445,9574.537,9831.227,10241.931,12354.123,12174.44,13457.89,12541.14,13333.212,14436.979,17018.547,17909.628,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,58.672,66.006,58.672,66.006,55.005,58.672,55.005,51.338,51.338,58.672,62.339,66.006,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People’s Rep.",PRK,75573.203,76900.657,64227.505,71132.466,54355.941,50776.949,36989.029,38378.822,27803.194,31349.183,25423.311,28283.571,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,462918.413,470655.783,495675.724,507589.807,508862.256,566716.515,589400.577,583966.083,592499.192,587156.373,597354.3,620302.386,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,7455.011,8192.078,8426.766,8368.094,7942.722,8074.734,7260.66,8408.431,8943.813,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,71546.837,73769.039,75235.839,82731.187,87303.936,89625.147,86658.544,100516.137,94821.286,88371.033,92984.119,98733.975,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,5592.175,5507.834,6629.936,7660.363,6791.284,6384.247,7656.696,10131.921,9842.228,10289.602,10447.283,9787.223,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,1364.124,1796.83,1877.504,2174.531,2783.253,3142.619,3325.969,3582.659,4184.047,4554.414,9046.489,17762.948,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,7506.349,8012.395,8316.756,7902.385,7231.324,8074.734,7293.663,7062.642,7080.977,6926.963,7007.637,7003.97,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,16208.14,14458.981,13461.557,17227.566,20872.564,20047.489,20469.194,22632.724,22581.386,24070.188,24469.891,24796.254,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,2013.183,2038.852,2075.522,2126.86,2218.535,2277.207,2328.545,2398.218,2423.887,2431.221,2346.88,2511.895,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,671.061,689.396,645.392,546.383,484.044,770.07,861.745,979.089,898.415,1224.778,1239.446,1386.126,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,52108.07,53270.509,49959.208,56013.425,57978.937,61961.299,39702.609,52683.789,56266.448,59489.741,56996.181,50564.263,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,..,..,69.673,69.673,55.005,58.672,51.338,55.005,55.005,47.671,51.338,51.338,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,13901.597,14158.287,15166.712,15009.031,12519.138,13468.891,13787.92,13831.924,12640.149,12838.167,13083.856,12962.845,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,11547.383,11349.365,11019.335,10938.661,10392.278,10967.997,10894.657,10593.963,10051.247,9662.545,9251.841,8987.817,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,1829.833,1620.814,1364.124,1133.103,1892.172,1235.779,1510.804,1345.789,1272.449,1576.81,2090.19,2068.188,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,1741.825,1683.153,1815.165,1888.505,1771.161,1958.178,2401.885,2768.585,3171.955,3300.3,3644.998,3905.355,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,924.084,938.752,990.09,1114.768,1122.102,1048.762,1169.773,1162.439,1188.108,1052.429,1151.438,1298.118,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,183188.652,180108.372,184816.8,204031.88,198876.078,219506.62,220405.035,218707.214,236510.499,242671.059,234823.679,248288.903,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,601.388,759.069,781.071,843.41,883.747,935.085,986.423,1111.101,1092.766,1316.453,1301.785,1444.798,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,916.75,1081.765,1298.118,1558.475,1785.829,1976.513,2159.863,2299.209,2698.912,2981.271,3168.288,3179.289,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2698.912,2574.234,2724.581,2559.566,2478.892,2559.566,2548.565,2680.577,2346.88,2346.88,1620.814,1342.122,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,113.677,121.011,124.678,128.345,132.012,135.679,139.346,135.679,139.346,143.013,143.013,143.013,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,1587.811,1609.813,1844.501,1936.176,2123.193,2236.87,2394.551,2647.574,2390.884,2933.6,2893.263,2739.249,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,3296.633,3630.33,3689.002,3769.676,3711.004,3916.356,3920.023,3967.694,4070.37,4209.716,4213.383,4349.062,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,466361.726,479251.231,480520.013,493251.837,475950.931,464308.206,484429.035,496324.783,490340.239,481499.102,482947.567,486405.548,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,121.011,121.011,132.012,110.01,146.68,102.676,117.344,124.678,135.679,135.679,143.013,143.013,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,4895.445,4994.454,4679.092,4778.101,4550.747,4932.115,5020.123,4924.781,4998.121,4928.448,4943.116,5115.465,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
